county,state_code,state,tax_burden,medianage,cost_of_living_rank,elementary_school_rating,middle_school_rating,high_school_rating,daily_cases,percentage_fully_vaccinated,risk_index,risk
Mercer County,OH,Ohio,8.96,39.0,16.0,5,8,2,9685.0,38.3,0.0,Low
Mercer County,PA,Pennsylvania,8.46,41.0,23.0,6,4,10,23339.0,50.4,1.0,Medium
Meriwether County,GA,Georgia,7.91,37.0,35.0,3,4,4,4470.0,41.5,2.0,High
Merrimack County,NH,New Hampshire,6.84,43.0,46.0,5,4,2,32321.0,,2.0,High
Miami County,KS,Kansas,9.36,37.0,11.0,1,3,7,7775.0,47.5,3.0,Critical
Miami County,OH,Ohio,8.96,39.0,16.0,4,4,9,25708.0,47.599999999999994,0.0,Low
Miami-Dade County,FL,Florida,6.97,42.0,45.0,10,6,7,1181119.0,84.6,3.0,Critical
Middlesex County,CT,Connecticut,10.44,41.0,5.0,1,9,4,28349.0,83.2,2.0,High
Middlesex County,MA,Massachusetts,8.77,40.0,21.0,6,10,6,331797.0,79.3,3.0,Critical
Middlesex County,NJ,New Jersey,9.98,40.0,7.0,4,9,3,194921.0,73.6,2.0,High
Middlesex County,VA,Virginia,7.86,38.0,37.0,2,4,4,1830.0,67.30000000000001,2.0,High
Midland County,MI,Michigan,8.34,40.0,24.0,2,3,6,19051.0,59.0,1.0,Medium
Milam County,TX,Texas,8.19,35.0,30.0,4,6,5,4927.0,45.800000000000004,2.0,High
Millard County,UT,Utah,8.29,31.0,27.0,7,1,10,3267.0,45.300000000000004,1.0,Medium
Mille Lacs County,MN,Minnesota,9.99,38.0,6.0,2,1,3,7229.0,57.8,2.0,High
Miller County,AR,Arkansas,8.8,38.0,20.0,2,10,10,9553.0,31.4,1.0,Medium
Miller County,GA,Georgia,7.91,37.0,35.0,6,7,6,1721.0,54.2,1.0,Medium
Mills County,IA,Iowa,9.26,38.0,13.0,6,9,8,3351.0,56.39999999999999,2.0,High
Mills County,TX,Texas,8.19,35.0,30.0,8,2,7,1475.0,47.5,1.0,Medium
Milwaukee County,WI,Wisconsin,8.89,40.0,17.0,5,7,7,269606.0,64.4,2.0,High
Mineral County,NV,Nevada,8.23,38.0,29.0,4,9,4,1262.0,59.599999999999994,1.0,Medium
Mineral County,WV,West Virginia,8.84,43.0,18.0,6,2,7,7857.0,51.1,1.0,Medium
Minidoka County,ID,Idaho,7.88,36.0,36.0,8,6,9,4228.0,41.199999999999996,0.0,Low
Mississippi County,AR,Arkansas,8.8,38.0,20.0,6,4,7,13561.0,41.099999999999994,0.0,Low
Mitchell County,GA,Georgia,7.91,37.0,35.0,10,1,3,5244.0,47.5,0.0,Low
Mitchell County,NC,North Carolina,8.07,39.0,34.0,3,8,5,3392.0,48.199999999999996,1.0,Medium
Monmouth County,NJ,New Jersey,9.98,40.0,7.0,4,7,8,165475.0,68.10000000000001,3.0,Critical
Monroe County,AR,Arkansas,8.8,38.0,20.0,1,6,9,1927.0,55.900000000000006,1.0,Medium
Monroe County,FL,Florida,6.97,42.0,45.0,6,9,10,18020.0,78.2,1.0,Medium
Monroe County,GA,Georgia,7.91,37.0,35.0,8,2,10,5878.0,42.1,2.0,High
Monroe County,IA,Iowa,9.26,38.0,13.0,5,6,8,1879.0,46.300000000000004,1.0,Medium
Monroe County,IL,Illinois,9.52,38.0,9.0,8,8,9,9496.0,62.4,1.0,Medium
Monroe County,MI,Michigan,8.34,40.0,24.0,1,5,3,38031.0,56.8,1.0,Medium
Monroe County,MO,Missouri,7.75,39.0,39.0,9,6,7,2173.0,44.3,4.0,Unknown
Monroe County,MS,Mississippi,8.99,38.0,15.0,10,1,5,10979.0,50.5,0.0,Low
Monroe County,NY,New York,12.79,39.0,1.0,6,7,6,154523.0,72.3,3.0,Critical
Monroe County,OH,Ohio,8.96,39.0,16.0,8,6,7,3472.0,46.5,0.0,Low
Monroe County,TN,Tennessee,5.74,39.0,49.0,3,5,4,14555.0,43.4,2.0,High
Monroe County,WI,Wisconsin,8.89,40.0,17.0,4,2,5,12013.0,54.2,2.0,High
Montague County,TX,Texas,8.19,35.0,30.0,1,1,9,4669.0,35.3,2.0,High
Montcalm County,MI,Michigan,8.34,40.0,24.0,1,3,5,17158.0,42.4,1.0,Medium
Monterey County,CA,California,9.48,37.0,10.0,1,2,7,93305.0,72.5,2.0,High
Montgomery County,AR,Arkansas,8.8,38.0,20.0,7,10,2,1520.0,36.199999999999996,1.0,Medium
Montgomery County,GA,Georgia,7.91,37.0,35.0,7,10,5,2075.0,35.699999999999996,1.0,Medium
Montgomery County,IA,Iowa,9.26,38.0,13.0,4,10,1,2208.0,56.39999999999999,0.0,Low
Montgomery County,IL,Illinois,9.52,38.0,9.0,1,3,5,9810.0,51.6,1.0,Medium
Montgomery County,IN,Indiana,8.15,38.0,33.0,6,8,2,10666.0,45.6,1.0,Medium
Montgomery County,KY,Kentucky,8.58,39.0,22.0,10,6,6,7576.0,46.6,3.0,Critical
Montgomery County,MD,Maryland,9.32,39.0,12.0,3,6,7,169395.0,86.7,2.0,High
Montgomery County,MO,Missouri,7.75,39.0,39.0,2,4,5,2500.0,48.6,4.0,Unknown
Montgomery County,MS,Mississippi,8.99,38.0,15.0,7,10,6,2957.0,55.7,1.0,Medium
Montgomery County,NC,North Carolina,8.07,39.0,34.0,3,10,4,7259.0,43.6,2.0,High
Montgomery County,NY,New York,12.79,39.0,1.0,1,6,3,12003.0,66.8,2.0,High
Montgomery County,OH,Ohio,8.96,39.0,16.0,9,6,2,126836.0,56.39999999999999,2.0,High
Montgomery County,PA,Pennsylvania,8.46,41.0,23.0,4,6,1,153281.0,65.10000000000001,2.0,High
Montgomery County,TN,Tennessee,5.74,39.0,49.0,8,6,6,50206.0,61.0,1.0,Medium
Montgomery County,TX,Texas,8.19,35.0,30.0,3,8,9,139540.0,54.6,2.0,High
Moore County,NC,North Carolina,8.07,39.0,34.0,1,4,7,24140.0,57.8,1.0,Medium
Moore County,TN,Tennessee,5.74,39.0,49.0,1,3,6,2238.0,21.8,1.0,Medium
Morgan County,AL,Alabama,7.45,39.0,40.0,3,2,5,36014.0,43.6,1.0,Medium
Morgan County,CO,Colorado,8.31,37.0,26.0,10,6,10,5644.0,48.3,1.0,Medium
Morgan County,GA,Georgia,7.91,37.0,35.0,2,3,7,4661.0,45.4,1.0,Medium
Morgan County,IN,Indiana,8.15,38.0,33.0,10,4,9,16451.0,53.900000000000006,1.0,Medium
Morgan County,KY,Kentucky,8.58,39.0,22.0,2,6,4,5067.0,48.199999999999996,3.0,Critical
Morgan County,OH,Ohio,8.96,39.0,16.0,5,2,1,3264.0,42.3,0.0,Low
Morgan County,TN,Tennessee,5.74,39.0,49.0,8,7,9,6188.0,51.7,2.0,High
Morgan County,UT,Utah,8.29,31.0,27.0,1,7,1,2889.0,53.7,1.0,Medium
Morgan County,WV,West Virginia,8.84,43.0,18.0,7,9,5,4251.0,40.300000000000004,1.0,Medium
Morris County,NJ,New Jersey,9.98,40.0,7.0,4,5,9,119851.0,77.5,2.0,High
Morris County,TX,Texas,8.19,35.0,30.0,8,1,4,2519.0,43.0,2.0,High
Morrison County,MN,Minnesota,9.99,38.0,6.0,1,4,1,9100.0,49.2,1.0,Medium
Morrow County,OH,Ohio,8.96,39.0,16.0,7,5,9,7760.0,41.6,2.0,High
Morrow County,OR,Oregon,8.29,39.0,27.0,6,3,2,2953.0,55.7,1.0,Medium
Mower County,MN,Minnesota,9.99,38.0,6.0,2,2,5,11865.0,62.3,1.0,Medium
Multnomah County,OR,Oregon,8.29,39.0,27.0,6,2,3,114945.0,79.0,2.0,High
Murray County,GA,Georgia,7.91,37.0,35.0,6,10,10,11531.0,37.1,1.0,Medium
Murray County,MN,Minnesota,9.99,38.0,6.0,7,9,5,2027.0,54.6,0.0,Low
Murray County,OK,Oklahoma,7.13,37.0,44.0,8,1,4,4161.0,44.800000000000004,0.0,Low
Muskegon County,MI,Michigan,8.34,40.0,24.0,2,8,3,41807.0,54.900000000000006,1.0,Medium
Muskingum County,OH,Ohio,8.96,39.0,16.0,4,1,5,25294.0,48.5,1.0,Medium
Muskogee County,OK,Oklahoma,7.13,37.0,44.0,1,4,8,19936.0,51.6,0.0,Low
Nacogdoches County,TX,Texas,8.19,35.0,30.0,9,10,4,12290.0,47.5,1.0,Medium
Nantucket County,MA,Massachusetts,8.77,40.0,21.0,9,1,10,3404.0,,2.0,High
Napa County,CA,California,9.48,37.0,10.0,10,2,10,26907.0,78.8,1.0,Medium
Nassau County,FL,Florida,6.97,42.0,45.0,8,7,10,21710.0,57.49999999999999,1.0,Medium
Nassau County,NY,New York,12.79,39.0,1.0,2,2,3,408289.0,81.5,3.0,Critical
Navajo County,AZ,Arizona,8.19,38.0,30.0,8,8,7,38145.0,77.3,1.0,Medium
Navarro County,TX,Texas,8.19,35.0,30.0,9,9,4,12428.0,45.4,0.0,Low
Nemaha County,NE,Nebraska,9.01,37.0,14.0,5,6,10,1489.0,50.2,1.0,Medium
Neshoba County,MS,Mississippi,8.99,38.0,15.0,8,5,7,10612.0,41.5,2.0,High
Nevada County,AR,Arkansas,8.8,38.0,20.0,3,8,5,2184.0,43.9,0.0,Low
Nevada County,CA,California,9.48,37.0,10.0,10,3,9,17230.0,62.9,2.0,High
New Castle County,DE,Delaware,6.21,41.0,47.0,1,2,4,147142.0,68.7,2.0,High
New Haven County,CT,Connecticut,10.44,41.0,5.0,4,2,7,197139.0,77.5,2.0,High
New Kent County,VA,Virginia,7.86,38.0,37.0,10,5,8,4630.0,65.5,2.0,High
New London County,CT,Connecticut,10.44,41.0,5.0,5,6,1,55400.0,79.2,2.0,High
New York County,NY,New York,12.79,39.0,1.0,10,7,6,422473.0,,3.0,Critical
Newaygo County,MI,Michigan,8.34,40.0,24.0,4,1,1,11479.0,44.7,1.0,Medium
Newberry County,SC,South Carolina,7.45,39.0,40.0,10,3,10,13270.0,52.400000000000006,2.0,High
Newport County,RI,Rhode Island,9.69,40.0,8.0,9,3,7,20186.0,74.9,3.0,Critical
Newport News,VA,Virginia,7.86,38.0,37.0,8,4,6,,,,
Newton County,AR,Arkansas,8.8,38.0,20.0,8,9,5,1718.0,33.800000000000004,0.0,Low
Newton County,GA,Georgia,7.91,37.0,35.0,6,4,6,24619.0,42.1,1.0,Medium
Newton County,MS,Mississippi,8.99,38.0,15.0,5,10,10,6019.0,53.300000000000004,2.0,High
Newton County,TX,Texas,8.19,35.0,30.0,7,1,1,1365.0,25.2,0.0,Low
Nez Perce County,ID,Idaho,7.88,36.0,36.0,6,8,6,8914.0,55.900000000000006,1.0,Medium
Niagara County,NY,New York,12.79,39.0,1.0,10,3,3,48328.0,66.4,2.0,High
Nicholas County,KY,Kentucky,8.58,39.0,22.0,3,7,8,2052.0,53.0,3.0,Critical
Noble County,OH,Ohio,8.96,39.0,16.0,6,9,5,3207.0,43.6,1.0,Medium
Noble County,OK,Oklahoma,7.13,37.0,44.0,2,5,3,3026.0,62.5,2.0,High
Nobles County,MN,Minnesota,9.99,38.0,6.0,7,6,2,6953.0,61.3,2.0,High
Nolan County,TX,Texas,8.19,35.0,30.0,10,10,10,3061.0,42.199999999999996,1.0,Medium
Norfolk,VA,Virginia,7.86,38.0,37.0,4,6,2,,,,
Norfolk County,MA,Massachusetts,8.77,40.0,21.0,1,2,3,133655.0,78.8,3.0,Critical
Norman County,MN,Minnesota,9.99,38.0,6.0,9,4,3,1493.0,60.3,1.0,Medium
Northampton County,PA,Pennsylvania,8.46,41.0,23.0,3,4,3,79825.0,65.9,2.0,High
Northampton County,VA,Virginia,7.86,38.0,37.0,3,10,5,2148.0,78.2,1.0,Medium
Northumberland County,VA,Virginia,7.86,38.0,37.0,5,9,3,2169.0,67.4,1.0,Medium
Nottoway County,VA,Virginia,7.86,38.0,37.0,7,5,3,4207.0,56.8,5.0,Extreme
Nowata County,OK,Oklahoma,7.13,37.0,44.0,8,3,2,2777.0,43.6,1.0,Medium
Noxubee County,MS,Mississippi,8.99,38.0,15.0,10,3,4,2719.0,55.2,0.0,Low
Nuckolls County,NE,Nebraska,9.01,37.0,14.0,1,8,6,976.0,49.8,0.0,Low
Nye County,NV,Nevada,8.23,38.0,29.0,9,8,9,7463.0,46.5,1.0,Medium
Oakland County,MI,Michigan,8.34,40.0,24.0,5,2,4,287896.0,66.2,2.0,High
Obion County,TN,Tennessee,5.74,39.0,49.0,9,2,5,10763.0,41.6,1.0,Medium
Ocean County,NJ,New Jersey,9.98,40.0,7.0,7,7,10,163062.0,54.400000000000006,2.0,High
Oceana County,MI,Michigan,8.34,40.0,24.0,10,8,4,6336.0,54.2,1.0,Medium
Oconee County,SC,South Carolina,7.45,39.0,40.0,3,9,1,24170.0,44.9,1.0,Medium
Oconto County,WI,Wisconsin,8.89,40.0,17.0,7,4,4,11390.0,53.2,1.0,Medium
Ogle County,IL,Illinois,9.52,38.0,9.0,10,8,1,14001.0,57.9,1.0,Medium
Ohio County,IN,Indiana,8.15,38.0,33.0,10,4,2,1444.0,75.4,1.0,Medium
Okaloosa County,FL,Florida,6.97,42.0,45.0,8,5,3,51341.0,64.0,1.0,Medium
Okanogan County,WA,Washington,8.34,38.0,24.0,9,7,7,8559.0,67.4,2.0,High
Okeechobee County,FL,Florida,6.97,42.0,45.0,4,5,6,10616.0,46.300000000000004,2.0,High
Okfuskee County,OK,Oklahoma,7.13,37.0,44.0,5,8,9,3534.0,46.7,2.0,High
Oklahoma County,OK,Oklahoma,7.13,37.0,44.0,3,9,5,198551.0,64.9,1.0,Medium
Okmulgee County,OK,Oklahoma,7.13,37.0,44.0,4,6,9,9664.0,42.6,1.0,Medium
Oktibbeha County,MS,Mississippi,8.99,38.0,15.0,1,9,4,11100.0,51.2,2.0,High
Oldham County,KY,Kentucky,8.58,39.0,22.0,2,9,2,18285.0,57.3,1.0,Medium
Olmsted County,MN,Minnesota,9.99,38.0,6.0,10,2,8,41340.0,76.8,3.0,Critical
Oneida County,ID,Idaho,7.88,36.0,36.0,8,10,5,806.0,46.0,1.0,Medium
Oneida County,NY,New York,12.79,39.0,1.0,6,8,8,54630.0,62.8,3.0,Critical
Oneida County,WI,Wisconsin,8.89,40.0,17.0,3,6,6,8494.0,65.2,1.0,Medium
Onondaga County,NY,New York,12.79,39.0,1.0,9,1,6,115777.0,73.4,3.0,Critical
Ontario County,NY,New York,12.79,39.0,1.0,2,9,3,20312.0,68.2,3.0,Critical
Orange County,CA,California,9.48,37.0,10.0,5,2,8,590003.0,72.39999999999999,2.0,High
Orange County,FL,Florida,6.97,42.0,45.0,6,4,8,376391.0,69.19999999999999,1.0,Medium
Orange County,IN,Indiana,8.15,38.0,33.0,1,10,6,5032.0,55.50000000000001,1.0,Medium
Orange County,NC,North Carolina,8.07,39.0,34.0,8,2,2,26502.0,76.3,3.0,Critical
Orange County,NY,New York,12.79,39.0,1.0,1,2,8,107565.0,64.8,2.0,High
Orange County,TX,Texas,8.19,35.0,30.0,9,2,3,14928.0,36.4,0.0,Low
Orange County,VA,Virginia,7.86,38.0,37.0,1,10,8,6807.0,58.699999999999996,2.0,High
Orange County,VT,Vermont,10.75,43.0,3.0,9,2,4,4900.0,72.39999999999999,2.0,High
Orangeburg County,SC,South Carolina,7.45,39.0,40.0,2,3,5,23293.0,55.7,1.0,Medium
Orleans County,NY,New York,12.79,39.0,1.0,7,10,6,8676.0,55.00000000000001,2.0,High
Orleans County,VT,Vermont,10.75,43.0,3.0,8,3,2,6328.0,70.5,3.0,Critical
Orleans Parish,LA,Louisiana,8.82,37.0,19.0,2,8,2,87728.0,69.69999999999999,2.0,High
Osage County,OK,Oklahoma,7.13,37.0,44.0,10,7,2,10913.0,34.699999999999996,1.0,Medium
Osceola County,FL,Florida,6.97,42.0,45.0,9,5,1,113576.0,72.7,1.0,Medium
Osceola County,MI,Michigan,8.34,40.0,24.0,3,4,3,5004.0,42.0,2.0,High
Oswego County,NY,New York,12.79,39.0,1.0,7,5,5,27205.0,59.4,3.0,Critical
Otoe County,NE,Nebraska,9.01,37.0,14.0,5,8,6,3347.0,56.2,0.0,Low
Ottawa County,MI,Michigan,8.34,40.0,24.0,1,2,6,74875.0,57.49999999999999,2.0,High
Ottawa County,OH,Ohio,8.96,39.0,16.0,6,5,5,8472.0,61.5,2.0,High
Ottawa County,OK,Oklahoma,7.13,37.0,44.0,2,7,4,9140.0,38.9,2.0,High
Otter Tail County,MN,Minnesota,9.99,38.0,6.0,9,7,3,13566.0,50.8,1.0,Medium
Ouachita County,AR,Arkansas,8.8,38.0,20.0,6,6,7,5464.0,54.300000000000004,1.0,Medium
Outagamie County,WI,Wisconsin,8.89,40.0,17.0,5,9,5,54362.0,64.3,2.0,High
Overton County,TN,Tennessee,5.74,39.0,49.0,5,8,8,7139.0,35.5,0.0,Low
Owen County,KY,Kentucky,8.58,39.0,22.0,5,6,5,2363.0,37.7,1.0,Medium
Owsley County,KY,Kentucky,8.58,39.0,22.0,3,8,4,1574.0,47.5,1.0,Medium
Owyhee County,ID,Idaho,7.88,36.0,36.0,5,10,9,2264.0,35.6,0.0,Low
Oxford County,ME,Maine,10.5,45.0,4.0,8,9,2,11361.0,63.6,2.0,High
Ozaukee County,WI,Wisconsin,8.89,40.0,17.0,2,8,3,22299.0,71.7,2.0,High
Pacific County,WA,Washington,8.34,38.0,24.0,3,1,2,3463.0,59.3,1.0,Medium
Page County,VA,Virginia,7.86,38.0,37.0,7,5,10,5597.0,49.4,1.0,Medium
Palm Beach County,FL,Florida,6.97,42.0,45.0,3,5,5,367127.0,66.10000000000001,0.0,Low
Palo Pinto County,TX,Texas,8.19,35.0,30.0,1,7,6,7027.0,38.800000000000004,1.0,Medium
Panola County,MS,Mississippi,8.99,38.0,15.0,10,10,7,10520.0,47.599999999999994,1.0,Medium
Panola County,TX,Texas,8.19,35.0,30.0,4,1,2,4585.0,38.2,0.0,Low
Park County,CO,Colorado,8.31,37.0,26.0,5,2,6,2832.0,47.3,2.0,High
Parker County,TX,Texas,8.19,35.0,30.0,4,3,2,34426.0,53.900000000000006,1.0,Medium
Pasco County,FL,Florida,6.97,42.0,45.0,10,10,2,122150.0,58.8,2.0,High
Passaic County,NJ,New Jersey,9.98,40.0,7.0,4,9,9,145501.0,70.1,2.0,High
Paulding County,GA,Georgia,7.91,37.0,35.0,2,7,6,38110.0,37.3,1.0,Medium
Paulding County,OH,Ohio,8.96,39.0,16.0,6,2,4,4612.0,42.1,1.0,Medium
Pawnee County,NE,Nebraska,9.01,37.0,14.0,10,4,3,415.0,43.3,1.0,Medium
Pawnee County,OK,Oklahoma,7.13,37.0,44.0,6,3,1,4100.0,49.3,0.0,Low
Payette County,ID,Idaho,7.88,36.0,36.0,1,6,10,5534.0,31.8,2.0,High
Payne County,OK,Oklahoma,7.13,37.0,44.0,4,4,3,18304.0,48.8,1.0,Medium
Peach County,GA,Georgia,7.91,37.0,35.0,9,7,8,6161.0,45.4,1.0,Medium
Pearl River County,MS,Mississippi,8.99,38.0,15.0,7,1,2,15049.0,47.9,2.0,High
Pend Oreille County,WA,Washington,8.34,38.0,24.0,7,1,2,2497.0,40.699999999999996,1.0,Medium
Pendleton County,KY,Kentucky,8.58,39.0,22.0,1,3,3,3478.0,44.1,1.0,Medium
Pennington County,MN,Minnesota,9.99,38.0,6.0,10,8,10,3560.0,53.6,2.0,High
Penobscot County,ME,Maine,10.5,45.0,4.0,7,1,6,27875.0,67.30000000000001,3.0,Critical
Pepin County,WI,Wisconsin,8.89,40.0,17.0,7,3,8,1968.0,49.7,1.0,Medium
Perry County,AR,Arkansas,8.8,38.0,20.0,6,2,6,2513.0,51.7,1.0,Medium
Perry County,MO,Missouri,7.75,39.0,39.0,2,4,7,4989.0,39.6,4.0,Unknown
Perry County,MS,Mississippi,8.99,38.0,15.0,7,6,7,3040.0,37.9,0.0,Low
Perry County,OH,Ohio,8.96,39.0,16.0,4,5,6,8302.0,40.9,1.0,Medium
Perry County,PA,Pennsylvania,8.46,41.0,23.0,5,5,1,8835.0,47.8,2.0,High
Perry County,TN,Tennessee,5.74,39.0,49.0,6,5,7,2329.0,41.0,0.0,Low
Pershing County,NV,Nevada,8.23,38.0,29.0,8,9,1,2129.0,36.199999999999996,1.0,Medium
Person County,NC,North Carolina,8.07,39.0,34.0,3,1,3,9291.0,56.599999999999994,1.0,Medium
Petersburg,VA,Virginia,7.86,38.0,37.0,10,1,10,,,,
Phelps County,MO,Missouri,7.75,39.0,39.0,7,8,2,10185.0,43.7,4.0,Unknown
Philadelphia County,PA,Pennsylvania,8.46,41.0,23.0,5,2,9,310562.0,66.7,2.0,High
Phillips County,AR,Arkansas,8.8,38.0,20.0,5,6,10,4808.0,49.8,2.0,High
Phillips County,CO,Colorado,8.31,37.0,26.0,1,9,1,886.0,52.2,2.0,High
Piatt County,IL,Illinois,9.52,38.0,9.0,4,8,9,4449.0,62.0,3.0,Critical
Pickaway County,OH,Ohio,8.96,39.0,16.0,9,1,10,17520.0,50.6,1.0,Medium
Pickens County,GA,Georgia,7.91,37.0,35.0,7,9,1,8354.0,41.6,2.0,High
Pickens County,SC,South Carolina,7.45,39.0,40.0,7,6,10,45840.0,46.6,1.0,Medium
Pickett County,TN,Tennessee,5.74,39.0,49.0,4,4,7,1768.0,44.800000000000004,1.0,Medium
Pierce County,GA,Georgia,7.91,37.0,35.0,6,9,10,5820.0,33.300000000000004,2.0,High
Pierce County,WA,Washington,8.34,38.0,24.0,1,6,10,193118.0,65.5,1.0,Medium
Pierce County,WI,Wisconsin,8.89,40.0,17.0,1,3,9,11561.0,44.1,2.0,High
Pike County,AR,Arkansas,8.8,38.0,20.0,10,5,10,2615.0,41.9,1.0,Medium
Pike County,GA,Georgia,7.91,37.0,35.0,7,1,1,5454.0,32.5,1.0,Medium
Pike County,MO,Missouri,7.75,39.0,39.0,6,4,8,4238.0,37.4,4.0,Unknown
Pike County,MS,Mississippi,8.99,38.0,15.0,9,6,10,9736.0,50.4,1.0,Medium
Pike County,OH,Ohio,8.96,39.0,16.0,7,2,3,7458.0,44.1,1.0,Medium
Pima County,AZ,Arizona,8.19,38.0,30.0,7,5,9,253686.0,68.7,2.0,High
Pinal County,AZ,Arizona,8.19,38.0,30.0,2,9,10,132325.0,53.7,3.0,Critical
Pine County,MN,Minnesota,9.99,38.0,6.0,6,3,10,7018.0,48.9,2.0,High
Pinellas County,FL,Florida,6.97,42.0,45.0,4,3,7,208997.0,64.5,1.0,Medium
Pipestone County,MN,Minnesota,9.99,38.0,6.0,1,1,8,1989.0,54.50000000000001,1.0,Medium
Piscataquis County,ME,Maine,10.5,45.0,4.0,2,4,7,2994.0,61.199999999999996,2.0,High
Pittsburg County,OK,Oklahoma,7.13,37.0,44.0,3,3,9,10764.0,45.300000000000004,0.0,Low
Placer County,CA,California,9.48,37.0,10.0,1,5,9,70255.0,66.8,1.0,Medium
Plaquemines Parish,LA,Louisiana,8.82,37.0,19.0,2,4,3,6427.0,69.0,2.0,High
Platte County,MO,Missouri,7.75,39.0,39.0,10,8,10,10378.0,56.8,4.0,Unknown
Plymouth County,MA,Massachusetts,8.77,40.0,21.0,5,5,1,116234.0,69.89999999999999,2.0,High
Poinsett County,AR,Arkansas,8.8,38.0,20.0,4,9,2,8019.0,44.7,1.0,Medium
Pointe Coupee Parish,LA,Louisiana,8.82,37.0,19.0,2,6,5,6271.0,55.400000000000006,1.0,Medium
Polk County,AR,Arkansas,8.8,38.0,20.0,9,9,10,4146.0,35.5,0.0,Low
Polk County,FL,Florida,6.97,42.0,45.0,9,9,7,199920.0,57.099999999999994,1.0,Medium
Polk County,GA,Georgia,7.91,37.0,35.0,2,4,9,11874.0,38.800000000000004,1.0,Medium
Polk County,IA,Iowa,9.26,38.0,13.0,8,7,7,124811.0,67.5,2.0,High
Polk County,NC,North Carolina,8.07,39.0,34.0,8,7,2,3855.0,42.6,1.0,Medium
Polk County,NE,Nebraska,9.01,37.0,14.0,6,1,5,1223.0,41.6,1.0,Medium
Polk County,OR,Oregon,8.29,39.0,27.0,8,4,5,15313.0,63.3,1.0,Medium
Polk County,TN,Tennessee,5.74,39.0,49.0,10,1,5,4732.0,41.3,1.0,Medium
Polk County,TX,Texas,8.19,35.0,30.0,1,4,6,7827.0,47.5,2.0,High
Polk County,WI,Wisconsin,8.89,40.0,17.0,1,5,3,12350.0,50.8,2.0,High
Pontotoc County,MS,Mississippi,8.99,38.0,15.0,8,8,3,10332.0,41.5,2.0,High
Pontotoc County,OK,Oklahoma,7.13,37.0,44.0,4,2,10,12066.0,51.0,2.0,High
Pope County,AR,Arkansas,8.8,38.0,20.0,10,10,10,18416.0,49.5,1.0,Medium
Pope County,MN,Minnesota,9.99,38.0,6.0,4,8,4,3033.0,57.3,2.0,High
Poquoson,VA,Virginia,7.86,38.0,37.0,2,8,3,,,,
Portage County,OH,Ohio,8.96,39.0,16.0,1,2,6,34185.0,57.3,1.0,Medium
Portage County,WI,Wisconsin,8.89,40.0,17.0,6,6,10,18017.0,62.3,2.0,High
Portsmouth,VA,Virginia,7.86,38.0,37.0,10,8,7,,,,
Pottawatomie County,OK,Oklahoma,7.13,37.0,44.0,4,4,7,20612.0,49.1,1.0,Medium
Pottawattamie County,IA,Iowa,9.26,38.0,13.0,6,7,3,24276.0,57.4,1.0,Medium
Powell County,KY,Kentucky,8.58,39.0,22.0,7,5,10,4757.0,52.800000000000004,2.0,High
Power County,ID,Idaho,7.88,36.0,36.0,8,9,6,1492.0,51.6,2.0,High
Powhatan County,VA,Virginia,7.86,38.0,37.0,2,3,2,5132.0,57.3,2.0,High
Prairie County,AR,Arkansas,8.8,38.0,20.0,6,6,9,1962.0,43.2,1.0,Medium
Preble County,OH,Ohio,8.96,39.0,16.0,9,5,1,9455.0,43.1,0.0,Low
Prentiss County,MS,Mississippi,8.99,38.0,15.0,6,8,6,8212.0,42.5,1.0,Medium
Price County,WI,Wisconsin,8.89,40.0,17.0,7,3,10,3251.0,62.2,1.0,Medium
Prince George County,VA,Virginia,7.86,38.0,37.0,6,9,3,8588.0,85.7,3.0,Critical
Prince George's County,MD,Maryland,9.32,39.0,12.0,7,9,4,171075.0,74.5,2.0,High
Prince William County,VA,Virginia,7.86,38.0,37.0,6,7,5,95426.0,76.1,2.0,High
Providence County,RI,Rhode Island,9.69,40.0,8.0,4,3,9,222113.0,70.5,2.0,High
Pulaski County,AR,Arkansas,8.8,38.0,20.0,3,2,6,103138.0,58.199999999999996,1.0,Medium
Pulaski County,GA,Georgia,7.91,37.0,35.0,4,8,8,2173.0,37.1,1.0,Medium
Pulaski County,MO,Missouri,7.75,39.0,39.0,2,3,10,8818.0,51.0,4.0,Unknown
Pushmataha County,OK,Oklahoma,7.13,37.0,44.0,7,3,9,2661.0,36.1,0.0,Low
Putnam County,FL,Florida,6.97,42.0,45.0,2,3,4,17564.0,42.0,1.0,Medium
Putnam County,GA,Georgia,7.91,37.0,35.0,6,1,3,4491.0,43.2,1.0,Medium
Putnam County,IL,Illinois,9.52,38.0,9.0,10,10,4,1145.0,57.199999999999996,2.0,High
Putnam County,IN,Indiana,8.15,38.0,33.0,1,9,9,9317.0,42.6,1.0,Medium
Putnam County,NY,New York,12.79,39.0,1.0,2,7,2,23898.0,73.5,2.0,High
Putnam County,OH,Ohio,8.96,39.0,16.0,10,4,8,8457.0,48.6,2.0,High
Putnam County,TN,Tennessee,5.74,39.0,49.0,6,10,3,25096.0,51.0,1.0,Medium
Queen Anne's County,MD,Maryland,9.32,39.0,12.0,7,5,7,7117.0,67.2,1.0,Medium
Queens County,NY,New York,12.79,39.0,1.0,4,7,6,645162.0,86.2,2.0,High
Quitman County,GA,Georgia,7.91,37.0,35.0,7,8,5,426.0,33.1,2.0,High
Quitman County,MS,Mississippi,8.99,38.0,15.0,10,7,1,1574.0,53.900000000000006,2.0,High
